Time,Residuals
0,-0.006162554937571452
1,0.005602493407119269
2,0.007192799471254174
3,-0.012159432549686544
4,-0.008215163672188552
5,0.0035733674623825706
6,-0.0031526248480917562
7,-0.009345913241265436
8,-0.010828795126645474
9,0.0023320548485668002
10,0.009328647643941368
11,-0.006302742152832108
12,-0.0025858949220194383
13,0.007764403486603122
14,-0.028164797525379592
15,0.012758027928991167
16,-0.006328930775611807
17,0.0030443646394748836
18,0.016304963659871774
19,0.00887907483568573
20,-0.00517585910957763
21,0.005033023858998842
22,0.007503824988889685
23,0.0035325335809304192
24,0.012305508872178184
25,-0.011032488514941763
26,0.01596755530791305
27,-0.006891633079516346
28,0.00856138958749919
29,0.006060081319292587
30,0.010066942142440638
31,-0.009092841715286903
32,-0.013987807271398367
33,-0.012665475246278923
34,-0.00556546569662375
35,0.004182797473739841
36,0.017660688206142305
37,0.0017217282436883252
38,-0.0020727799437043615
39,-0.003940598071647594
40,-0.00909096614667626
41,0.0022424269491749804
42,-0.0043187762968344146
43,0.0022989713652457056
44,-0.003122814976743493
45,-0.014514834439378621
46,0.005326627863376565
47,0.0009444091711490188
48,0.00774815282896113
49,-0.003995725659679872
50,-0.012649038815277791
51,0.013028384589134134
52,0.008139280988795905
53,-0.013273386710560553
54,-0.01419643215402866
55,0.0004005247120000277
56,-0.015270463828777947
57,-0.009814154694553379
58,0.0044598643179789565
59,0.01681561008358967
60,0.014290111815936202
61,0.008222089398672416
62,-0.0022458241836038617
63,0.0019570331654588102
64,0.004546295691235658
65,0.007515300475409159
66,0.0071260271182842505
67,-0.0038689226671626553
68,0.01431737293796731
69,-0.0069134097081917645
70,-0.0023027918028799554
71,-0.0009882908681406732
72,-0.01522711731902171
73,-0.0057179317255404705
74,-0.004114753409707017
75,-0.01798728866525079
76,0.009153681430872584
77,0.009944662466802034
78,-0.010392223927515154
79,-0.002836392148886979
80,0.01245960528892498
81,0.005078769841242448
82,0.004036366167362804
83,-0.01389285411420893
84,-0.0020910373447027286
85,-0.009068864912011643
86,-0.0012059629252303417
87,-0.004291362300550272
88,-0.0008819202479750654
89,-0.012719010324578006
90,0.010405294720696734
91,0.01485811928184666
92,0.011503999770489548
93,0.012848515644008796
94,0.017596008606340918
95,-0.015745959808131538
96,0.0083626080632897
97,-0.017371165598705662
98,0.01107721803866224
99,-0.005771643890480016
100,0.0066692985215122125
101,0.021799618450396352
102,-0.00904610820891727
103,0.013232514154471797
104,-0.004541646293213741
105,-0.016061213199897617
106,0.0038571822956670054
107,-0.004458649325841391
108,-0.0024304439452449422
109,-0.014032002311509473
110,0.010805018935801547
111,-0.009789511020561914
112,-0.0032368588020308398
113,0.022306318978067896
114,-0.001304171364094886
115,-0.0057064582016210785
116,-0.0016731041362114674
117,-0.011316357482026751
118,0.007320853004363581
119,-0.006706406906650031
120,-0.020029752283042823
121,0.0007369065834106348
122,-0.02131796517576534
123,-0.0027984255843309658
124,-0.005788717905251817
125,0.012726472758404883
126,-0.011674859191948883
127,0.008606174456560645
128,0.010954629213201228
129,-8.906123210339345e-05
130,-0.0017375643696377896
131,-0.019868116382430356
132,0.016660164088529772
133,-0.019746362925175065
134,0.012439990859378192
135,0.0152380288093803
136,0.0020508631477071937
137,-0.015609431149922193
138,-0.002321171525559551
139,0.0007799774336036958
140,0.005249557726369147
141,0.0038916450224451005
142,0.022221709245409338
143,-0.010418668986965862
144,0.0038787889226381544
145,0.001626508361125989
146,-0.011717582518047776
147,0.008639310539601652
148,0.0007747564693141307
149,0.007493882490341663
150,0.01363672389108328
151,0.027747469416113724
152,-0.0068316668706722705
153,-0.0018195325758552094
154,0.003182315760991594
155,0.01031405414358999
156,-0.03105553366242475
157,-0.004544462738375055
158,0.013216981648027204
159,-0.022799482361386625
160,0.0002715896463283407
161,-0.0006759707251142721
162,0.012939405497773615
163,0.010307956792380724
164,0.0034671933920056297
165,0.0010272689005623725
166,-0.0011263843609816693
167,0.007401410884811943
168,-0.014488966134057923
169,-0.007892922656844714
170,0.0023110725192847514
171,-0.006151401815107427
172,0.008759548027199804
173,-0.002303943168066702
174,0.014355076826365387
175,-0.008351035912157467
176,-0.008391071014706819
177,0.001252074099488354
178,-0.005278094802216193
179,-0.005703819389051956
180,-0.005320987177859893
181,0.004583835046366502
182,0.00431120835114851
183,-0.003819779371473375
184,-0.011714932855424687
185,0.008281603788605763
186,-0.0047040525614392426
187,-0.008011241899817279
188,-0.017571125025440226
189,-0.010354446917629323
190,-0.012961300105113871
191,0.016110574258760835
192,0.006645845561104036
193,0.0037584598764575095
194,-0.012386584303162751
195,-0.00027629110670845947
196,0.009036483486526414
197,0.005783439109465105
198,0.003062148158101019
199,-0.010981796067239369
200,0.01023594072964018
